"Year","Emission category","Greenhouse gas","Emission, thousand tonnes of CO2 eq. (GWP=AR5)"
"2019","4 Land use, land-use change and forestry (LULUCF)","Hydrofluorocarbons (HFCs)",-
"2019","4 Land use, land-use change and forestry (LULUCF)","Perfluorocarbons (PFCs)",-
"2019","4 Land use, land-use change and forestry (LULUCF)","Sulfur hexafluoride (SF6)",-
"2019","4A Forest land","Total",-12391
"2019","4A Forest land","Carbon dioxide (CO2)",-14849
"2019","4A Forest land","Methane (CH4)",776
"2019","4A Forest land","Nitrous oxide (N2O)",1683
"2019","4A Forest land","F-gases (HFCs+PFCs+SF6)",-
"2019","4A Forest land","Hydrofluorocarbons (HFCs)",-
"2019","4A Forest land","Perfluorocarbons (PFCs)",-
"2019","4A Forest land","Sulfur hexafluoride (SF6)",-
"2019","4Ai1 Forest land: biomass (mineral soils)","Total",-5509
"2019","4Ai1 Forest land: biomass (mineral soils)","Carbon dioxide (CO2)",-5509
"2019","4Ai1 Forest land: biomass (mineral soils)","Methane (CH4)",-
"2019","4Ai1 Forest land: biomass (mineral soils)","Nitrous oxide (N2O)",-
"2019","4Ai1 Forest land: biomass (mineral soils)","F-gases (HFCs+PFCs+SF6)",-
"2019","4Ai1 Forest land: biomass (mineral soils)","Hydrofluorocarbons (HFCs)",-
"2019","4Ai1 Forest land: biomass (mineral soils)","Perfluorocarbons (PFCs)",-
"2019","4Ai1 Forest land: biomass (mineral soils)","Sulfur hexafluoride (SF6)",-
"2019","4Ai2 Forest land: biomass (organic soils)","Total",-10235
"2019","4Ai2 Forest land: biomass (organic soils)","Carbon dioxide (CO2)",-10235
"2019","4Ai2 Forest land: biomass (organic soils)","Methane (CH4)",-
"2019","4Ai2 Forest land: biomass (organic soils)","Nitrous oxide (N2O)",-
"2019","4Ai2 Forest land: biomass (organic soils)","F-gases (HFCs+PFCs+SF6)",-
"2019","4Ai2 Forest land: biomass (organic soils)","Hydrofluorocarbons (HFCs)",-
"2019","4Ai2 Forest land: biomass (organic soils)","Perfluorocarbons (PFCs)",-
"2019","4Ai2 Forest land: biomass (organic soils)","Sulfur hexafluoride (SF6)",-
"2019","4Aiv Forest land: DOM + SOM (mineral soils)","Total",-6392
"2019","4Aiv Forest land: DOM + SOM (mineral soils)","Carbon dioxide (CO2)",-6392
"2019","4Aiv Forest land: DOM + SOM (mineral soils)","Methane (CH4)",-
"2019","4Aiv Forest land: DOM + SOM (mineral soils)","Nitrous oxide (N2O)",-
"2019","4Aiv Forest land: DOM + SOM (mineral soils)","F-gases (HFCs+PFCs+SF6)",-
"2019","4Aiv Forest land: DOM + SOM (mineral soils)","Hydrofluorocarbons (HFCs)",-
"2019","4Aiv Forest land: DOM + SOM (mineral soils)","Perfluorocarbons (PFCs)",-
"2019","4Aiv Forest land: DOM + SOM (mineral soils)","Sulfur hexafluoride (SF6)",-
"2019","4Av Forest land: DOM + SOM (organic soils)","Total",7287
"2019","4Av Forest land: DOM + SOM (organic soils)","Carbon dioxide (CO2)",7287
"2019","4Av Forest land: DOM + SOM (organic soils)","Methane (CH4)",-
"2019","4Av Forest land: DOM + SOM (organic soils)","Nitrous oxide (N2O)",-
"2019","4Av Forest land: DOM + SOM (organic soils)","F-gases (HFCs+PFCs+SF6)",-
"2019","4Av Forest land: DOM + SOM (organic soils)","Hydrofluorocarbons (HFCs)",-
"2019","4Av Forest land: DOM + SOM (organic soils)","Perfluorocarbons (PFCs)",-
"2019","4Av Forest land: DOM + SOM (organic soils)","Sulfur hexafluoride (SF6)",-
"2019","4A(i) Forest land: direct N2O emissions from N-fertilization","Total",31
"2019","4A(i) Forest land: direct N2O emissions from N-fertilization","Carbon dioxide (CO2)",-
"2019","4A(i) Forest land: direct N2O emissions from N-fertilization","Methane (CH4)",-
"2019","4A(i) Forest land: direct N2O emissions from N-fertilization","Nitrous oxide (N2O)",31
"2019","4A(i) Forest land: direct N2O emissions from N-fertilization","F-gases (HFCs+PFCs+SF6)",-
"2019","4A(i) Forest land: direct N2O emissions from N-fertilization","Hydrofluorocarbons (HFCs)",-
"2019","4A(i) Forest land: direct N2O emissions from N-fertilization","Perfluorocarbons (PFCs)",-
"2019","4A(i) Forest land: direct N2O emissions from N-fertilization","Sulfur hexafluoride (SF6)",-
"2019","4A(ii) Forest land: emissions and removals from drainage and rewetting","Total",2425
"2019","4A(ii) Forest land: emissions and removals from drainage and rewetting","Carbon dioxide (CO2)",-
"2019","4A(ii) Forest land: emissions and removals from drainage and rewetting","Methane (CH4)",775
"2019","4A(ii) Forest land: emissions and removals from drainage and rewetting","Nitrous oxide (N2O)",1650
"2019","4A(ii) Forest land: emissions and removals from drainage and rewetting","F-gases (HFCs+PFCs+SF6)",-
"2019","4A(ii) Forest land: emissions and removals from drainage and rewetting","Hydrofluorocarbons (HFCs)",-
"2019","4A(ii) Forest land: emissions and removals from drainage and rewetting","Perfluorocarbons (PFCs)",-
"2019","4A(ii) Forest land: emissions and removals from drainage and rewetting","Sulfur hexafluoride (SF6)",-
"2019","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Total",1
"2019","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Carbon dioxide (CO2)",-
"2019","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Methane (CH4)",-
"2019","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Nitrous oxide (N2O)",1
"2019","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","F-gases (HFCs+PFCs+SF6)",-
"2019","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Hydrofluorocarbons (HFCs)",-
"2019","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Perfluorocarbons (PFCs)",-
"2019","4A(iii) Forest land: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Sulfur hexafluoride (SF6)",-
"2019","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Total",1
"2019","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Carbon dioxide (CO2)",-
"2019","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Methane (CH4)",1
"2019","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Nitrous oxide (N2O)",0
"2019","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","F-gases (HFCs+PFCs+SF6)",-
"2019","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Hydrofluorocarbons (HFCs)",-
"2019","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Perfluorocarbons (PFCs)",-
"2019","4A(v) Forest land: biomass burning (wildfires, prescribed and restoration burnings)","Sulfur hexafluoride (SF6)",-
"2019","4B Cropland","Total",8630
"2019","4B Cropland","Carbon dioxide (CO2)",8622
"2019","4B Cropland","Methane (CH4)",-
"2019","4B Cropland","Nitrous oxide (N2O)",7
"2019","4B Cropland","F-gases (HFCs+PFCs+SF6)",-
"2019","4B Cropland","Hydrofluorocarbons (HFCs)",-
"2019","4B Cropland","Perfluorocarbons (PFCs)",-
"2019","4B Cropland","Sulfur hexafluoride (SF6)",-
"2019","4Bi Cropland: biomass","Total",637
"2019","4Bi Cropland: biomass","Carbon dioxide (CO2)",637
"2019","4Bi Cropland: biomass","Methane (CH4)",-
"2019","4Bi Cropland: biomass","Nitrous oxide (N2O)",-
"2019","4Bi Cropland: biomass","F-gases (HFCs+PFCs+SF6)",-
"2019","4Bi Cropland: biomass","Hydrofluorocarbons (HFCs)",-
"2019","4Bi Cropland: biomass","Perfluorocarbons (PFCs)",-
"2019","4Bi Cropland: biomass","Sulfur hexafluoride (SF6)",-
"2019","4Biv Cropland: DOM + SOM (mineral soils)","Total",1359
"2019","4Biv Cropland: DOM + SOM (mineral soils)","Carbon dioxide (CO2)",1359
"2019","4Biv Cropland: DOM + SOM (mineral soils)","Methane (CH4)",-
"2019","4Biv Cropland: DOM + SOM (mineral soils)","Nitrous oxide (N2O)",-
"2019","4Biv Cropland: DOM + SOM (mineral soils)","F-gases (HFCs+PFCs+SF6)",-
"2019","4Biv Cropland: DOM + SOM (mineral soils)","Hydrofluorocarbons (HFCs)",-
"2019","4Biv Cropland: DOM + SOM (mineral soils)","Perfluorocarbons (PFCs)",-
"2019","4Biv Cropland: DOM + SOM (mineral soils)","Sulfur hexafluoride (SF6)",-
"2019","4Bv Cropland: DOM + SOM (organic soils)","Total",6626
"2019","4Bv Cropland: DOM + SOM (organic soils)","Carbon dioxide (CO2)",6626
"2019","4Bv Cropland: DOM + SOM (organic soils)","Methane (CH4)",-
"2019","4Bv Cropland: DOM + SOM (organic soils)","Nitrous oxide (N2O)",-
"2019","4Bv Cropland: DOM + SOM (organic soils)","F-gases (HFCs+PFCs+SF6)",-
"2019","4Bv Cropland: DOM + SOM (organic soils)","Hydrofluorocarbons (HFCs)",-
"2019","4Bv Cropland: DOM + SOM (organic soils)","Perfluorocarbons (PFCs)",-
"2019","4Bv Cropland: DOM + SOM (organic soils)","Sulfur hexafluoride (SF6)",-
"2019","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Total",7
"2019","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Carbon dioxide (CO2)",-
"2019","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Methane (CH4)",-
"2019","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Nitrous oxide (N2O)",7
"2019","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","F-gases (HFCs+PFCs+SF6)",-
"2019","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Hydrofluorocarbons (HFCs)",-
"2019","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Perfluorocarbons (PFCs)",-
"2019","4B(iii) Cropland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Sulfur hexafluoride (SF6)",-
"2019","4C Grassland","Total",784
"2019","4C Grassland","Carbon dioxide (CO2)",784
"2019","4C Grassland","Methane (CH4)",0
"2019","4C Grassland","Nitrous oxide (N2O)",1
"2019","4C Grassland","F-gases (HFCs+PFCs+SF6)",-
"2019","4C Grassland","Hydrofluorocarbons (HFCs)",-
"2019","4C Grassland","Perfluorocarbons (PFCs)",-
"2019","4C Grassland","Sulfur hexafluoride (SF6)",-
"2019","4Ci Grassland: biomass","Total",-9
"2019","4Ci Grassland: biomass","Carbon dioxide (CO2)",-9
"2019","4Ci Grassland: biomass","Methane (CH4)",-
"2019","4Ci Grassland: biomass","Nitrous oxide (N2O)",-
"2019","4Ci Grassland: biomass","F-gases (HFCs+PFCs+SF6)",-
"2019","4Ci Grassland: biomass","Hydrofluorocarbons (HFCs)",-
"2019","4Ci Grassland: biomass","Perfluorocarbons (PFCs)",-
"2019","4Ci Grassland: biomass","Sulfur hexafluoride (SF6)",-
"2019","4Civ Grassland: DOM + SOM (mineral soils)","Total",-25
"2019","4Civ Grassland: DOM + SOM (mineral soils)","Carbon dioxide (CO2)",-25
"2019","4Civ Grassland: DOM + SOM (mineral soils)","Methane (CH4)",-
"2019","4Civ Grassland: DOM + SOM (mineral soils)","Nitrous oxide (N2O)",-
"2019","4Civ Grassland: DOM + SOM (mineral soils)","F-gases (HFCs+PFCs+SF6)",-
"2019","4Civ Grassland: DOM + SOM (mineral soils)","Hydrofluorocarbons (HFCs)",-
"2019","4Civ Grassland: DOM + SOM (mineral soils)","Perfluorocarbons (PFCs)",-
"2019","4Civ Grassland: DOM + SOM (mineral soils)","Sulfur hexafluoride (SF6)",-
"2019","4Cv Grassland: DOM + SOM (organic soils)","Total",818
"2019","4Cv Grassland: DOM + SOM (organic soils)","Carbon dioxide (CO2)",818
"2019","4Cv Grassland: DOM + SOM (organic soils)","Methane (CH4)",-
"2019","4Cv Grassland: DOM + SOM (organic soils)","Nitrous oxide (N2O)",-
"2019","4Cv Grassland: DOM + SOM (organic soils)","F-gases (HFCs+PFCs+SF6)",-
"2019","4Cv Grassland: DOM + SOM (organic soils)","Hydrofluorocarbons (HFCs)",-
"2019","4Cv Grassland: DOM + SOM (organic soils)","Perfluorocarbons (PFCs)",-
"2019","4Cv Grassland: DOM + SOM (organic soils)","Sulfur hexafluoride (SF6)",-
"2019","4C(iii) Grassland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Total",1
"2019","4C(iii) Grassland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Carbon dioxide (CO2)",-
"2019","4C(iii) Grassland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Methane (CH4)",-
"2019","4C(iii) Grassland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Nitrous oxide (N2O)",1
"2019","4C(iii) Grassland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","F-gases (HFCs+PFCs+SF6)",-
"2019","4C(iii) Grassland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Hydrofluorocarbons (HFCs)",-
"2019","4C(iii) Grassland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Perfluorocarbons (PFCs)",-
"2019","4C(iii) Grassland: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Sulfur hexafluoride (SF6)",-
"2019","4C(v) Grassland: biomass burning (wildfires, prescribed and restoration burnings)","Total",0
"2019","4C(v) Grassland: biomass burning (wildfires, prescribed and restoration burnings)","Carbon dioxide (CO2)",0
"2019","4C(v) Grassland: biomass burning (wildfires, prescribed and restoration burnings)","Methane (CH4)",0
"2019","4C(v) Grassland: biomass burning (wildfires, prescribed and restoration burnings)","Nitrous oxide (N2O)",0
"2019","4C(v) Grassland: biomass burning (wildfires, prescribed and restoration burnings)","F-gases (HFCs+PFCs+SF6)",-
"2019","4C(v) Grassland: biomass burning (wildfires, prescribed and restoration burnings)","Hydrofluorocarbons (HFCs)",-
"2019","4C(v) Grassland: biomass burning (wildfires, prescribed and restoration burnings)","Perfluorocarbons (PFCs)",-
"2019","4C(v) Grassland: biomass burning (wildfires, prescribed and restoration burnings)","Sulfur hexafluoride (SF6)",-
"2019","4D Wetlands","Total",2145
"2019","4D Wetlands","Carbon dioxide (CO2)",1982
"2019","4D Wetlands","Methane (CH4)",79
"2019","4D Wetlands","Nitrous oxide (N2O)",84
"2019","4D Wetlands","F-gases (HFCs+PFCs+SF6)",-
"2019","4D Wetlands","Hydrofluorocarbons (HFCs)",-
"2019","4D Wetlands","Perfluorocarbons (PFCs)",-
"2019","4D Wetlands","Sulfur hexafluoride (SF6)",-
"2019","4Di Wetlands: biomass","Total",8
"2019","4Di Wetlands: biomass","Carbon dioxide (CO2)",8
"2019","4Di Wetlands: biomass","Methane (CH4)",-
"2019","4Di Wetlands: biomass","Nitrous oxide (N2O)",-
"2019","4Di Wetlands: biomass","F-gases (HFCs+PFCs+SF6)",-
"2019","4Di Wetlands: biomass","Hydrofluorocarbons (HFCs)",-
"2019","4Di Wetlands: biomass","Perfluorocarbons (PFCs)",-
"2019","4Di Wetlands: biomass","Sulfur hexafluoride (SF6)",-
"2019","4Diii Wetlands: dead wood","Total",0
"2019","4Diii Wetlands: dead wood","Carbon dioxide (CO2)",0
"2019","4Diii Wetlands: dead wood","Methane (CH4)",-
"2019","4Diii Wetlands: dead wood","Nitrous oxide (N2O)",-
"2019","4Diii Wetlands: dead wood","F-gases (HFCs+PFCs+SF6)",-
"2019","4Diii Wetlands: dead wood","Hydrofluorocarbons (HFCs)",-
"2019","4Diii Wetlands: dead wood","Perfluorocarbons (PFCs)",-
"2019","4Diii Wetlands: dead wood","Sulfur hexafluoride (SF6)",-
"2019","4Dv Wetlands: SOM","Total",1974
"2019","4Dv Wetlands: SOM","Carbon dioxide (CO2)",1974
"2019","4Dv Wetlands: SOM","Methane (CH4)",-
"2019","4Dv Wetlands: SOM","Nitrous oxide (N2O)",-
"2019","4Dv Wetlands: SOM","F-gases (HFCs+PFCs+SF6)",-
"2019","4Dv Wetlands: SOM","Hydrofluorocarbons (HFCs)",-
"2019","4Dv Wetlands: SOM","Perfluorocarbons (PFCs)",-
"2019","4Dv Wetlands: SOM","Sulfur hexafluoride (SF6)",-
"2019","4D(ii) Wetlands: emissions and removals from drainage and rewetting","Total",163
"2019","4D(ii) Wetlands: emissions and removals from drainage and rewetting","Carbon dioxide (CO2)",-
"2019","4D(ii) Wetlands: emissions and removals from drainage and rewetting","Methane (CH4)",79
"2019","4D(ii) Wetlands: emissions and removals from drainage and rewetting","Nitrous oxide (N2O)",84
"2019","4D(ii) Wetlands: emissions and removals from drainage and rewetting","F-gases (HFCs+PFCs+SF6)",-
"2019","4D(ii) Wetlands: emissions and removals from drainage and rewetting","Hydrofluorocarbons (HFCs)",-
"2019","4D(ii) Wetlands: emissions and removals from drainage and rewetting","Perfluorocarbons (PFCs)",-
"2019","4D(ii) Wetlands: emissions and removals from drainage and rewetting","Sulfur hexafluoride (SF6)",-
"2019","4E Settlements","Total",979
"2019","4E Settlements","Carbon dioxide (CO2)",961
"2019","4E Settlements","Methane (CH4)",-
"2019","4E Settlements","Nitrous oxide (N2O)",17
"2019","4E Settlements","F-gases (HFCs+PFCs+SF6)",-
"2019","4E Settlements","Hydrofluorocarbons (HFCs)",-
"2019","4E Settlements","Perfluorocarbons (PFCs)",-
"2019","4E Settlements","Sulfur hexafluoride (SF6)",-
"2019","4Ei Settlements: biomass","Total",714
"2019","4Ei Settlements: biomass","Carbon dioxide (CO2)",714
"2019","4Ei Settlements: biomass","Methane (CH4)",-
"2019","4Ei Settlements: biomass","Nitrous oxide (N2O)",-
"2019","4Ei Settlements: biomass","F-gases (HFCs+PFCs+SF6)",-
"2019","4Ei Settlements: biomass","Hydrofluorocarbons (HFCs)",-
"2019","4Ei Settlements: biomass","Perfluorocarbons (PFCs)",-
"2019","4Ei Settlements: biomass","Sulfur hexafluoride (SF6)",-
"2019","4Eiii Settlements: dead wood","Total",14
"2019","4Eiii Settlements: dead wood","Carbon dioxide (CO2)",14
"2019","4Eiii Settlements: dead wood","Methane (CH4)",-
"2019","4Eiii Settlements: dead wood","Nitrous oxide (N2O)",-
"2019","4Eiii Settlements: dead wood","F-gases (HFCs+PFCs+SF6)",-
"2019","4Eiii Settlements: dead wood","Hydrofluorocarbons (HFCs)",-
"2019","4Eiii Settlements: dead wood","Perfluorocarbons (PFCs)",-
"2019","4Eiii Settlements: dead wood","Sulfur hexafluoride (SF6)",-
"2019","4Ev Settlements: SOM  and litter","Total",233
"2019","4Ev Settlements: SOM  and litter","Carbon dioxide (CO2)",233
"2019","4Ev Settlements: SOM  and litter","Methane (CH4)",-
"2019","4Ev Settlements: SOM  and litter","Nitrous oxide (N2O)",-
"2019","4Ev Settlements: SOM  and litter","F-gases (HFCs+PFCs+SF6)",-
"2019","4Ev Settlements: SOM  and litter","Hydrofluorocarbons (HFCs)",-
"2019","4Ev Settlements: SOM  and litter","Perfluorocarbons (PFCs)",-
"2019","4Ev Settlements: SOM  and litter","Sulfur hexafluoride (SF6)",-
"2019","4E(iii) Settlements: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Total",17
"2019","4E(iii) Settlements: N2O emissions from nitrogen mineralization associated with loss of soil organic matter in mineral soils","Carbon dioxide (CO2)",-
